Source,Target,Type,Id,Label,timeset,Weight,Sign,eigvalue
2,7,Undirected,53,+,,1,+,0
2,8,Undirected,54,+,,1,+,0
2,9,Undirected,55,-,,1,-,0
2,10,Undirected,56,+,,1,+,0
2,12,Undirected,57,-,,1,-,0
2,13,Undirected,58,-,,1,-,0
2,14,Undirected,59,-,,1,-,0
2,15,Undirected,60,+,,1,+,0
2,16,Undirected,61,+,,1,+,0
2,17,Undirected,62,-,,1,-,0
2,18,Undirected,63,+,,1,+,0
2,19,Undirected,64,-,,1,-,0
2,20,Undirected,65,+,,1,+,0
2,21,Undirected,66,+,,1,+,0
2,22,Undirected,67,-,,1,-,0
2,23,Undirected,68,+,,1,+,0
2,24,Undirected,69,+,,1,+,0
2,25,Undirected,70,-,,1,-,0
2,26,Undirected,71,+,,1,+,0
2,27,Undirected,72,+,,1,+,0
2,28,Undirected,73,+,,1,+,0
2,29,Undirected,74,+,,1,+,0
3,4,Undirected,75,-,,1,-,0
3,5,Undirected,76,+,,1,+,0
3,6,Undirected,77,+,,1,+,0
3,7,Undirected,78,-,,1,-,0
3,8,Undirected,79,-,,1,-,0
3,9,Undirected,80,+,,1,+,0
3,10,Undirected,81,-,,1,-,0
3,11,Undirected,82,-,,1,-,0
3,12,Undirected,83,+,,1,+,0
3,14,Undirected,84,+,,1,+,0
3,16,Undirected,85,-,,1,-,0
3,17,Undirected,86,+,,1,+,0
3,18,Undirected,87,-,,1,-,0
3,19,Undirected,88,+,,1,+,0
3,20,Undirected,89,-,,1,-,0
3,22,Undirected,90,+,,1,+,0
3,23,Undirected,91,-,,1,-,0
3,24,Undirected,92,-,,1,-,0
3,25,Undirected,93,+,,1,+,0
3,26,Undirected,94,-,,1,-,0
3,27,Undirected,95,-,,1,-,0
3,28,Undirected,96,-,,1,-,0
3,29,Undirected,97,-,,1,-,0
4,5,Undirected,98,-,,1,-,0
4,6,Undirected,99,-,,1,-,0
4,7,Undirected,100,+,,1,+,0
4,8,Undirected,101,+,,1,+,0
4,10,Undirected,102,+,,1,+,0
4,12,Undirected,103,-,,1,-,0
4,13,Undirected,104,-,,1,-,0
4,14,Undirected,105,-,,1,-,0
4,15,Undirected,106,+,,1,+,0
4,16,Undirected,107,+,,1,+,0
4,17,Undirected,108,-,,1,-,0
4,18,Undirected,109,+,,1,+,0
4,19,Undirected,110,-,,1,-,0
4,20,Undirected,111,+,,1,+,0
4,21,Undirected,112,+,,1,+,0
4,22,Undirected,113,-,,1,-,0
4,23,Undirected,114,+,,1,+,0
4,24,Undirected,115,+,,1,+,0
4,25,Undirected,116,-,,1,-,0
4,26,Undirected,117,+,,1,+,0
4,27,Undirected,118,+,,1,+,0
4,28,Undirected,119,+,,1,+,0
4,29,Undirected,120,+,,1,+,0
5,6,Undirected,121,+,,1,+,0
5,7,Undirected,122,-,,1,-,0
5,8,Undirected,123,-,,1,-,0
5,9,Undirected,124,+,,1,+,0
5,10,Undirected,125,-,,1,-,0
5,11,Undirected,126,-,,1,-,0
5,12,Undirected,127,+,,1,+,0
5,13,Undirected,128,+,,1,+,0
5,14,Undirected,129,+,,1,+,0
5,15,Undirected,130,-,,1,-,0
5,17,Undirected,131,+,,1,+,0
5,18,Undirected,132,-,,1,-,0
5,19,Undirected,133,+,,1,+,0
5,20,Undirected,134,-,,1,-,0
5,21,Undirected,135,-,,1,-,0
5,22,Undirected,136,+,,1,+,0
5,23,Undirected,137,-,,1,-,0
5,24,Undirected,138,-,,1,-,0
5,25,Undirected,139,+,,1,+,0
5,27,Undirected,140,-,,1,-,0
5,28,Undirected,141,-,,1,-,0
5,29,Undirected,142,-,,1,-,0
6,7,Undirected,143,-,,1,-,0
6,8,Undirected,144,-,,1,-,0
6,10,Undirected,145,-,,1,-,0
6,11,Undirected,146,-,,1,-,0
6,12,Undirected,147,+,,1,+,0
6,13,Undirected,148,+,,1,+,0
6,14,Undirected,149,+,,1,+,0
6,15,Undirected,150,-,,1,-,0
6,16,Undirected,151,-,,1,-,0
6,17,Undirected,152,+,,1,+,0
6,19,Undirected,153,+,,1,+,0
6,20,Undirected,154,-,,1,-,0
6,21,Undirected,155,-,,1,-,0
6,22,Undirected,156,+,,1,+,0
6,23,Undirected,157,-,,1,-,0
6,24,Undirected,158,-,,1,-,0
6,25,Undirected,159,+,,1,+,0
6,26,Undirected,160,-,,1,-,0
6,27,Undirected,161,-,,1,-,0
6,28,Undirected,162,-,,1,-,0
6,29,Undirected,163,-,,1,-,0
7,8,Undirected,164,+,,1,+,0
7,9,Undirected,165,-,,1,-,0
7,10,Undirected,166,+,,1,+,0
7,11,Undirected,167,+,,1,+,0
7,12,Undirected,168,-,,1,-,0
7,13,Undirected,169,-,,1,-,0
7,14,Undirected,170,-,,1,-,0
7,15,Undirected,171,+,,1,+,0
7,16,Undirected,172,+,,1,+,0
7,17,Undirected,173,-,,1,-,0
7,19,Undirected,174,-,,1,-,0
7,20,Undirected,175,+,,1,+,0
7,21,Undirected,176,+,,1,+,0
7,24,Undirected,177,+,,1,+,0
7,25,Undirected,178,-,,1,-,0
7,27,Undirected,179,+,,1,+,0
7,28,Undirected,180,+,,1,+,0
7,29,Undirected,181,+,,1,+,0
8,9,Undirected,182,-,,1,-,0
8,10,Undirected,183,+,,1,+,0
8,11,Undirected,184,+,,1,+,0
8,12,Undirected,185,-,,1,-,0
8,13,Undirected,186,-,,1,-,0
8,14,Undirected,187,-,,1,-,0
8,16,Undirected,188,+,,1,+,0
8,17,Undirected,189,-,,1,-,0
8,18,Undirected,190,+,,1,+,0
8,19,Undirected,191,-,,1,-,0
8,20,Undirected,192,+,,1,+,0
8,21,Undirected,193,+,,1,+,0
8,22,Undirected,194,-,,1,-,0
8,23,Undirected,195,+,,1,+,0
8,24,Undirected,196,+,,1,+,0
8,25,Undirected,197,-,,1,-,0
8,27,Undirected,198,+,,1,+,0
8,28,Undirected,199,+,,1,+,0
8,29,Undirected,200,+,,1,+,0
9,10,Undirected,201,-,,1,-,0
9,11,Undirected,202,-,,1,-,0
9,12,Undirected,203,+,,1,+,0
9,13,Undirected,204,+,,1,+,0
9,14,Undirected,205,+,,1,+,0
9,15,Undirected,206,-,,1,-,0
9,16,Undirected,207,-,,1,-,0
9,17,Undirected,208,+,,1,+,0
9,18,Undirected,209,-,,1,-,0
9,19,Undirected,210,+,,1,+,0
9,20,Undirected,211,-,,1,-,0
9,21,Undirected,212,-,,1,-,0
9,22,Undirected,213,+,,1,+,0
9,23,Undirected,214,-,,1,-,0
9,24,Undirected,215,-,,1,-,0
9,25,Undirected,216,+,,1,+,0
9,26,Undirected,217,-,,1,-,0
9,27,Undirected,218,-,,1,-,0
9,28,Undirected,219,-,,1,-,0
9,29,Undirected,220,-,,1,-,0
10,11,Undirected,221,+,,1,+,0
10,12,Undirected,222,-,,1,-,0
10,13,Undirected,223,-,,1,-,0
10,14,Undirected,224,-,,1,-,0
10,15,Undirected,225,+,,1,+,0
10,16,Undirected,226,+,,1,+,0
10,17,Undirected,227,-,,1,-,0
10,18,Undirected,228,+,,1,+,0
10,19,Undirected,229,-,,1,-,0
10,20,Undirected,230,+,,1,+,0
10,21,Undirected,231,+,,1,+,0
10,22,Undirected,232,-,,1,-,0
10,23,Undirected,233,+,,1,+,0
10,24,Undirected,234,+,,1,+,0
10,25,Undirected,235,-,,1,-,0
10,26,Undirected,236,+,,1,+,0
10,27,Undirected,237,+,,1,+,0
10,28,Undirected,238,+,,1,+,0
10,29,Undirected,239,+,,1,+,0
11,12,Undirected,240,-,,1,-,0
11,13,Undirected,241,-,,1,-,0
11,14,Undirected,242,-,,1,-,0
11,15,Undirected,243,+,,1,+,0
11,16,Undirected,244,+,,1,+,0
11,17,Undirected,245,-,,1,-,0
11,18,Undirected,246,+,,1,+,0
11,19,Undirected,247,-,,1,-,0
11,20,Undirected,248,+,,1,+,0
11,21,Undirected,249,+,,1,+,0
11,22,Undirected,250,-,,1,-,0
11,24,Undirected,251,+,,1,+,0
11,25,Undirected,252,-,,1,-,0
11,27,Undirected,253,+,,1,+,0
11,29,Undirected,254,+,,1,+,0
12,13,Undirected,255,+,,1,+,0
12,14,Undirected,256,+,,1,+,0
12,15,Undirected,257,-,,1,-,0
12,17,Undirected,258,+,,1,+,0
12,18,Undirected,259,-,,1,-,0
12,19,Undirected,260,+,,1,+,0
12,20,Undirected,261,-,,1,-,0
12,21,Undirected,262,-,,1,-,0
12,22,Undirected,263,+,,1,+,0
12,23,Undirected,264,-,,1,-,0
12,24,Undirected,265,-,,1,-,0
12,25,Undirected,266,+,,1,+,0
12,26,Undirected,267,-,,1,-,0
12,27,Undirected,268,-,,1,-,0
12,28,Undirected,269,-,,1,-,0
12,29,Undirected,270,-,,1,-,0
13,14,Undirected,271,+,,1,+,0
13,15,Undirected,272,-,,1,-,0
13,16,Undirected,273,-,,1,-,0
13,17,Undirected,274,+,,1,+,0
13,18,Undirected,275,-,,1,-,0
13,19,Undirected,276,+,,1,+,0
13,20,Undirected,277,-,,1,-,0
13,21,Undirected,278,-,,1,-,0
13,22,Undirected,279,+,,1,+,0
13,23,Undirected,280,-,,1,-,0
13,24,Undirected,281,-,,1,-,0
13,25,Undirected,282,+,,1,+,0
13,26,Undirected,283,-,,1,-,0
13,27,Undirected,284,-,,1,-,0
13,28,Undirected,285,-,,1,-,0
13,29,Undirected,286,-,,1,-,0
14,15,Undirected,287,-,,1,-,0
14,16,Undirected,288,-,,1,-,0
14,17,Undirected,289,+,,1,+,0
14,18,Undirected,290,-,,1,-,0
14,19,Undirected,291,+,,1,+,0
14,20,Undirected,292,-,,1,-,0
14,21,Undirected,293,-,,1,-,0
14,23,Undirected,294,-,,1,-,0
14,24,Undirected,295,-,,1,-,0
14,25,Undirected,296,+,,1,+,0
14,26,Undirected,297,-,,1,-,0
14,27,Undirected,298,-,,1,-,0
14,28,Undirected,299,-,,1,-,0
14,29,Undirected,300,-,,1,-,0
15,16,Undirected,301,+,,1,+,0
15,17,Undirected,302,-,,1,-,0
15,18,Undirected,303,+,,1,+,0
15,19,Undirected,304,-,,1,-,0
15,20,Undirected,305,+,,1,+,0
15,21,Undirected,306,+,,1,+,0
15,23,Undirected,307,+,,1,+,0
15,24,Undirected,308,+,,1,+,0
15,25,Undirected,309,-,,1,-,0
15,26,Undirected,310,+,,1,+,0
15,27,Undirected,311,+,,1,+,0
15,28,Undirected,312,+,,1,+,0
15,29,Undirected,313,+,,1,+,0
16,17,Undirected,314,-,,1,-,0
16,19,Undirected,315,-,,1,-,0
16,20,Undirected,316,+,,1,+,0
16,21,Undirected,317,+,,1,+,0
16,22,Undirected,318,-,,1,-,0
16,23,Undirected,319,+,,1,+,0
16,24,Undirected,320,+,,1,+,0
16,25,Undirected,321,-,,1,-,0
16,26,Undirected,322,+,,1,+,0
16,27,Undirected,323,+,,1,+,0
16,28,Undirected,324,+,,1,+,0
16,29,Undirected,325,+,,1,+,0
17,18,Undirected,326,-,,1,-,0
17,19,Undirected,327,+,,1,+,0
17,22,Undirected,328,+,,1,+,0
17,23,Undirected,329,-,,1,-,0
17,24,Undirected,330,-,,1,-,0
17,25,Undirected,331,+,,1,+,0
17,26,Undirected,332,-,,1,-,0
17,28,Undirected,333,-,,1,-,0
17,29,Undirected,334,-,,1,-,0
18,19,Undirected,335,-,,1,-,0
18,20,Undirected,336,+,,1,+,0
18,21,Undirected,337,+,,1,+,0
18,22,Undirected,338,-,,1,-,0
18,23,Undirected,339,+,,1,+,0
18,24,Undirected,340,+,,1,+,0
18,25,Undirected,341,-,,1,-,0
18,26,Undirected,342,+,,1,+,0
18,28,Undirected,343,+,,1,+,0
18,29,Undirected,344,+,,1,+,0
19,20,Undirected,345,-,,1,-,0
19,21,Undirected,346,-,,1,-,0
19,22,Undirected,347,+,,1,+,0
19,23,Undirected,348,-,,1,-,0
19,24,Undirected,349,-,,1,-,0
19,25,Undirected,350,+,,1,+,0
19,26,Undirected,351,-,,1,-,0
19,27,Undirected,352,-,,1,-,0
19,28,Undirected,353,-,,1,-,0
19,29,Undirected,354,-,,1,-,0
20,21,Undirected,355,+,,1,+,0
20,22,Undirected,356,-,,1,-,0
20,23,Undirected,357,+,,1,+,0
20,24,Undirected,358,+,,1,+,0
20,25,Undirected,359,-,,1,-,0
20,26,Undirected,360,+,,1,+,0
20,27,Undirected,361,+,,1,+,0
20,28,Undirected,362,+,,1,+,0
20,29,Undirected,363,+,,1,+,0
21,22,Undirected,364,-,,1,-,0
21,24,Undirected,365,+,,1,+,0
21,26,Undirected,366,+,,1,+,0
21,27,Undirected,367,+,,1,+,0
21,28,Undirected,368,+,,1,+,0
21,29,Undirected,369,+,,1,+,0
22,24,Undirected,370,-,,1,-,0
22,27,Undirected,371,-,,1,-,0
22,28,Undirected,372,-,,1,-,0
22,29,Undirected,373,-,,1,-,0
23,24,Undirected,374,+,,1,+,0
23,25,Undirected,375,-,,1,-,0
23,26,Undirected,376,+,,1,+,0
23,27,Undirected,377,+,,1,+,0
23,29,Undirected,378,+,,1,+,0
24,25,Undirected,379,-,,1,-,0
24,26,Undirected,380,+,,1,+,0
24,27,Undirected,381,+,,1,+,0
24,28,Undirected,382,+,,1,+,0
24,29,Undirected,383,+,,1,+,0
25,27,Undirected,384,-,,1,-,0
25,28,Undirected,385,-,,1,-,0
26,27,Undirected,386,+,,1,+,0
26,28,Undirected,387,+,,1,+,0
26,29,Undirected,388,+,,1,+,0
27,28,Undirected,389,+,,1,+,0
27,29,Undirected,390,+,,1,+,0
28,29,Undirected,391,+,,1,+,0
